task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Integration Run 1,2025-07-31T12:38:20,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.8593174460002047,3.7759825671119827e-06,9.77902249678113e-07,4.81881417888,0.0,10.0,5.1684549714281285e-06,0.0,1.07244633333418e-05,1.589291830476993e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 2,2025-07-31T12:38:46,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.1850166209987947,3.1132080024864215e-06,9.77050217229967e-07,4.8128782116,0.0,10.0,4.257857510680891e-06,0.0,8.8454764083407e-06,1.3103333919021594e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 3,2025-07-31T12:39:12,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.04589274799946,2.9786713303360696e-06,9.777946823442056e-07,4.8177743052,0.0,10.0,4.076581109896386e-06,0.0,8.460494808332444e-06,1.2537075918228832e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 4,2025-07-31T12:39:38,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.1527742040016165,3.0820147316958626e-06,9.777757422481504e-07,4.813063593600001,0.0,10.0,4.215155731011716e-06,0.0,8.756887300003453e-06,1.297204303101517e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 5,2025-07-31T12:40:04,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.2211630739984685,3.1487913142945767e-06,9.772026385032847e-07,4.8150349824,0.0,10.0,4.307828110519517e-06,0.0,8.945274155555832e-06,1.3253102266075345e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 6,2025-07-31T12:40:29,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.0344484569977794,2.9655014713033587e-06,9.77232412426089e-07,4.812817083600001,0.0,10.0,4.055798877337747e-06,0.0,8.425845774996156e-06,1.2481644652333906e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 7,2025-07-31T12:40:55,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,2.972596899999189,2.912394738701031e-06,9.7764987563994e-07,4.817077248,0.0,10.0,3.985584964111028e-06,0.0,8.272536155557944e-06,1.2258121119668972e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 8,2025-07-31T12:41:21,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.2822150220017647,3.2045253956505817e-06,9.762354035844492e-07,4.8145740708,0.0,10.0,4.383642834164787e-06,0.0,9.104041341662298e-06,1.3487684175827078e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 9,2025-07-31T12:41:47,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,3.3178265090027708,3.238533483517255e-06,9.77029205208326e-07,4.8139692707999995,0.0,10.0,4.43011322443033e-06,0.0,9.200709261110909e-06,1.3630822485541239e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 10,2025-07-31T12:42:13,Herwig Integration Phase,0bd28ac1-88f1-4bb4-8c3b-ae77ac2bcd32,2.4889307900011772,2.435633640352203e-06,9.783297669042219e-07,4.8180865872,0.0,10.0,3.333730511565996e-06,0.0,6.917727427783877e-06,1.02514579393499e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
