task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Generation Run 1,2025-07-31T10:49:21,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,44.37121127100181,4.757083396939377e-05,1.0721079570114623e-06,6.245705734922448,0.0,10.0,7.697696058158834e-05,0.0,0.00012324625669443777,0.0002002232172760261,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 2,2025-07-31T10:50:13,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,47.48695524899813,5.1435647569819367e-05,1.0832224706225248e-06,6.4154388981,0.0,10.0,8.460859524785501e-05,0.0,0.00013188142562777205,0.0002164900208756271,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 3,2025-07-31T10:51:06,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,47.80409756000154,5.184922465546228e-05,1.0845586776376535e-06,6.432222887400001,0.0,10.0,8.542512816736087e-05,0.0,0.00013280561759722531,0.0002182307457645863,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 4,2025-07-31T10:51:58,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,47.37397077499918,5.11803720739313e-05,1.0802916659331086e-06,6.3685412265,0.0,10.0,8.381256693469868e-05,0.0,0.00013160301238055274,0.00021541557931525153,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 5,2025-07-31T10:52:50,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,47.547270164999645,5.151295890997489e-05,1.0834325745132658e-06,6.4155179001,0.0,10.0,8.473726755757433e-05,0.0,0.00013207815281110827,0.00021681542036868244,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 6,2025-07-31T10:53:44,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,48.368246353998984,5.250392777677936e-05,1.0854961342815762e-06,6.449233246040816,0.0,10.0,8.664269159543159e-05,0.0,0.00013434366626111625,0.00022098635785654784,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 7,2025-07-31T10:54:34,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,45.712633691997326,4.9576810291197164e-05,1.0845410455007545e-06,6.435843970017392,0.0,10.0,8.17097131284517e-05,0.0,0.00012695655631667047,0.0002086662694451224,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 8,2025-07-31T10:55:28,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,49.40204830099901,5.345520020439586e-05,1.0820342889103502e-06,6.3965856336960005,0.0,10.0,8.777302357593632e-05,0.0,0.00013721719147777344,0.00022499021505370987,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 9,2025-07-31T10:56:20,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,47.12038911499985,5.13619637766726e-05,1.089941099941889e-06,6.515935628834042,0.0,10.0,8.528850927373081e-05,0.0,0.00013089138026944067,0.00021617988954317148,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 10,2025-07-31T10:57:15,Herwig Generation Phase,0ee3858d-777b-40e8-884e-f0206407880a,50.194708997001726,5.4240316958355554e-05,1.080728818996776e-06,6.376409934240001,0.0,10.0,8.88906639831715e-05,0.0,0.00013940406750000177,0.00022829473148317284,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
