task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Generation Run 1,2025-07-30T16:32:06,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,38.77923911400103,0.00013435699416705114,3.4648087882937285e-06,42.5,0.0,10.0,0.0004577888191569426,0.0,0.00010771292615555569,0.0005655017453124983,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 2,2025-07-30T16:32:50,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,38.836540124999374,0.00013456316289493572,3.4648094367003554e-06,42.5,0.0,10.0,0.00045849137041248134,0.0,0.00010787812857499578,0.0005663694989874771,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 3,2025-07-30T16:33:34,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,39.48571954900035,0.0001368074924863576,3.464800542686212e-06,42.5,0.0,10.0,0.0004661383175312481,0.0,0.00010967745039722307,0.0005758157679284714,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 4,2025-07-30T16:34:17,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,38.79727088999971,0.00013442561696953983,3.4648099364503313e-06,42.5,0.0,10.0,0.00045802223694860113,0.0,0.00010776833824444211,0.000565790575193043,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 5,2025-07-30T16:35:01,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,39.556305078998776,0.0001370542679539757,3.464814412659305e-06,42.5,0.0,10.0,0.00046697860211389504,0.0,0.00010987583118889126,0.0005768544333027864,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 6,2025-07-30T16:35:45,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,38.88471230799951,0.00013472815836384675,3.4648212191278773e-06,42.5,0.0,10.0,0.0004590525645430466,0.0,0.00010801139196944657,0.0005670639565124929,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 7,2025-07-30T16:36:28,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,38.85875458600094,0.0001346353576291028,3.464801977802207e-06,42.5,0.0,10.0,0.0004587372276354156,0.0,0.00010793613531111278,0.0005666733629465289,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 8,2025-07-30T16:37:12,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,39.80316822700115,0.00013790442748679965,3.4646454816292014e-06,42.5,0.0,10.0,0.00046987573891458514,0.0,0.00011055697256111263,0.0005804327114756983,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 9,2025-07-30T16:37:58,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,40.937067513999864,0.00014183929720930442,3.4648071318129115e-06,42.5,0.0,10.0,0.0004832824908361081,0.0,0.00011371188688888943,0.0005969943777249971,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 10,2025-07-30T16:38:42,Herwig Generation Phase,e7978b57-0848-40d8-9165-c16162449b56,39.74723499299944,0.0001377182514541819,3.464799646941327e-06,42.5,0.0,10.0,0.00046924065003404146,0.0,0.00011040845600277871,0.0005796491060368197,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
