timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-31T12:52:09,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,40.723747372001526,0.00040650118213622513,9.98191984698598e-06,4.8023704704,0.0,10.0,0.0006615422686317582,0.0,0.0010494005028611354,0.001710942771492894,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N,1.0
