timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,task_name
2025-08-04T13:11:18,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.444875866000075,2.389450385293322e-06,9.774403667488468e-07,4.814445633600001,0.0,10.0,3.2687681932571525e-06,0.0,6.788306777778213e-06,1.0057074971035367e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 3
2025-08-04T13:12:53,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.436239080001542,2.382075845903054e-06,9.77646672790276e-07,4.8160995600000005,0.0,10.0,3.2594361103464953e-06,0.0,6.76659979999891e-06,1.0026035910345405e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 4
2025-08-04T13:14:29,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.4691606639989914,2.4169980600094114e-06,9.778096374369488e-07,4.818656985600001,0.0,10.0,3.308387028065798e-06,0.0,6.864634702777851e-06,1.0173021730843645e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 5
2025-08-04T13:16:04,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.44978804800121,2.3970067199427896e-06,9.778158035092053e-07,4.8176886,0.0,10.0,3.2805663126006202e-06,0.0,6.808312886111402e-06,1.0088879198712019e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 6
2025-08-04T13:17:39,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.4493005009990156,2.394922492793516e-06,9.777273997098182e-07,4.8177872976,0.0,10.0,3.2777297900160088e-06,0.0,6.802377002779594e-06,1.0080106792795607e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 7
2025-08-04T13:19:14,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.4598291809998045,2.4075672776785964e-06,9.78021129044691e-07,4.819719,0.0,10.0,3.295943512232354e-06,0.0,6.837384536114162e-06,1.013332804834651e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 8
2025-08-04T13:20:50,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.447417006998876,2.3929627439367166e-06,9.775868246968034e-07,4.815606648,0.0,10.0,3.2741122152272865e-06,0.0,6.797746094444943e-06,1.007185830967223e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 9
2025-08-04T13:22:27,Herwig Integration Repeats,aa9a0cdd-40ca-4166-89fa-7c2fd77c100b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.4598112250005215,2.404655251483131e-06,9.775503959358957e-07,4.815725548800001,0.0,10.0,3.2901397700738622e-06,0.0,6.8309317083326785e-06,1.0121071478406534e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808624267578125,machine,N,1.0,Integration Run 10
