task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Generation Run 1,2025-07-30T16:25:56,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,19.839276557999256,6.87337320389257e-05,3.4647558532293724e-06,42.5,0.0,10.0,0.00023419441271319862,0.0,5.510236465833664e-05,0.0002892967773715353,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 2,2025-07-30T16:26:20,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,19.526025343000583,6.765247712843596e-05,3.464757481971381e-06,42.5,0.0,10.0,0.0002305092899409614,0.0,5.423654058333038e-05,0.0002847458305242918,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 3,2025-07-30T16:26:44,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,19.46908968599928,6.745746306616822e-05,3.4647812419031136e-06,42.5,0.0,10.0,0.00022984550416320338,0.0,5.407952210555575e-05,0.00028392502626875917,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 4,2025-07-30T16:27:09,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,20.40667684499931,7.070249208161671e-05,3.4647602793205624e-06,42.5,0.0,10.0,0.0002409017087145874,0.0,5.668147940277778e-05,0.00029758318811736525,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 5,2025-07-30T16:27:34,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,20.673121417999937,7.162874708645798e-05,3.464793669763355e-06,42.5,0.0,10.0,0.00024405796573682016,0.0,5.7423782519446046e-05,0.0003014817482562661,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 6,2025-07-30T16:27:59,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,21.04618343400034,7.291956303409912e-05,3.464766436999671e-06,42.5,0.0,10.0,0.0002484558275104153,0.0,5.8458899324998316e-05,0.0003069147268354136,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 7,2025-07-30T16:28:25,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,20.75429853999958,7.190841637790457e-05,3.4647916294727798e-06,42.5,0.0,10.0,0.0002450106997708228,0.0,5.7648162288887774e-05,0.00030265886205971065,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 8,2025-07-30T16:28:48,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,19.25984569999855,6.672614947531811e-05,3.464519611181269e-06,42.5,0.0,10.0,0.000227353512212494,0.0,5.349345240000125e-05,0.0002808469646124953,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 9,2025-07-30T16:29:13,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,19.926881037001294,6.904168275250204e-05,3.4647904098316158e-06,42.5,0.0,10.0,0.0002352431514375012,0.0,5.534977480277928e-05,0.00029059292624028033,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
Generation Run 10,2025-07-30T16:29:37,Herwig Generation Phase,622c1026-5ff9-429a-a870-e8ec8d1486a7,19.653153346998806,6.809347849526801e-05,3.4647880791866923e-06,42.5,0.0,10.0,0.00023201229540487436,0.0,5.4589687411114754e-05,0.0002866019828159892,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N
