timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-30T16:22:36,Herwig Generation Phase,3eb4805f-5548-4be0-9f95-de613ba134ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.089754708000328,0.0005652905832036697,3.1249212182720516e-05,42.5,0.0,10.0,0.0019260960143263322,0.0,0.00045318325871943066,0.002379279273045763,United Kingdom,GBR,,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-0.1224,51.4964,3.6808700561523438,machine,N,1.0
