task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Generation Run 1,2025-07-31T12:45:40,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,39.2498194280015,4.1975283396644975e-05,1.069510219248043e-06,6.2055533494325585,0.0,10.0,6.765288933566488e-05,0.0,0.00010901894057500007,0.00017667182991066495,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 2,2025-07-31T12:46:22,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,36.63595506599813,3.956739474070893e-05,1.0800196095405526e-06,6.365059311827028,0.0,10.0,6.477375578926347e-05,0.0,0.00010176339340833795,0.00016653714919760143,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 3,2025-07-31T12:47:05,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,36.94490117099849,4.005758139971158e-05,1.0842486182737038e-06,6.429495337816216,0.0,10.0,6.598017454558869e-05,0.0,0.00010262014533332653,0.00016860031987891522,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 4,2025-07-31T12:47:47,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,37.09873670199886,3.985128555473999e-05,1.0742716934284248e-06,6.278474870778948,0.0,10.0,6.469334899125972e-05,0.0,0.00010303868218333165,0.0001677320311745913,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 5,2025-07-31T12:48:30,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,37.298552636999375,4.006168651081942e-05,1.0740554924671496e-06,6.274535868631578,0.0,10.0,6.500982220193163e-05,0.0,0.00010360777588055292,0.0001686175980824846,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 6,2025-07-31T12:49:12,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,36.87709906899909,3.9740629585480045e-05,1.077656269239183e-06,6.329472563416217,0.0,10.0,6.483457461651138e-05,0.0,0.00010243171121944916,0.0001672662858359606,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 7,2025-07-31T12:49:55,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,37.28224970500014,4.013378458247554e-05,1.0764404674213889e-06,6.310657141642105,0.0,10.0,6.535660693005816e-05,0.0,0.00010356444826389226,0.00016892105519395058,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 8,2025-07-31T12:50:38,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,37.302884115997585,4.011537957882228e-05,1.0753812881187055e-06,6.29641964488421,0.0,10.0,6.523630434319451e-05,0.0,0.00010360728512779228,0.0001688435894709869,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 9,2025-07-31T12:51:23,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,39.39203235999594,4.243833900811244e-05,1.077392232569484e-06,6.3254448001200005,0.0,10.0,6.920878887530543e-05,0.0,0.00010941201851944946,0.000178620807394755,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Generation Run 10,2025-07-31T12:52:05,Herwig Generation Phase,06332687-2c46-48ac-b0eb-584ecaf6a345,37.05184928900417,3.9952273173119595e-05,1.0782754186195903e-06,6.338222551783784,0.0,10.0,6.523502965012596e-05,0.0,0.00010292205326667403,0.0001681570829167999,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
