task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Integration Run 1,2025-07-31T10:12:14,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,4.0220294749997265,3.95572760922909e-06,9.828443591955458e-07,4.81562693472,0.0,10.0,5.4121457127341235e-06,0.0,1.1237310319443672e-05,1.6649456032177796e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 2,2025-07-31T10:12:49,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.5444888809979602,3.4670766116706157e-06,9.779570460531348e-07,4.8189886788,0.0,10.0,4.746106963327188e-06,0.0,9.846641908340339e-06,1.4592748871667523e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 3,2025-07-31T10:13:28,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.4496428850034135,3.3486101186519673e-06,9.707273722185094e-07,4.8212123772,0.0,10.0,4.585017305784695e-06,0.0,9.509112130561136e-06,1.4094129436345821e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 4,2025-07-31T10:14:08,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,5.976245685000322,5.850528582779748e-06,9.788228086072282e-07,4.824680872800001,0.0,10.0,8.014532370132866e-06,0.0,1.661004445278296e-05,2.462457682291582e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 5,2025-07-31T10:14:43,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.4550946739982464,3.3440733992421325e-06,9.668588147789943e-07,4.8156288528,0.0,10.0,4.575669157091082e-06,0.0,9.499365458325174e-06,1.4075034615416263e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 6,2025-07-31T10:15:17,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.4454036509996513,3.389722277250644e-06,9.83795626769843e-07,4.8190008288,0.0,10.0,4.639985473507686e-06,0.0,9.627182944435237e-06,1.4267168417942926e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 7,2025-07-31T10:16:15,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,4.117689659000462,4.048708259535292e-06,9.829430862127357e-07,4.8178026768,0.0,10.0,5.541755178583973e-06,0.0,1.1499051674996333e-05,1.7040806853580313e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 8,2025-07-31T10:16:55,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.48239972599913,3.3927971281327247e-06,9.740806341206145e-07,4.819702710000001,0.0,10.0,4.6447982892474344e-06,0.0,9.635312019448363e-06,1.4280110308695804e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 9,2025-07-31T10:17:33,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.5957979430022533,3.5128493884932523e-06,9.76410818454142e-07,4.821884299200001,0.0,10.0,4.8105842829926715e-06,0.0,9.974819874999715e-06,1.478540415799238e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
Integration Run 10,2025-07-31T10:18:12,Herwig Integration Phase,b3ffbffa-8eeb-4995-a1c1-8db650c69d21,3.641245994000201,3.5574419763759893e-06,9.770258604543782e-07,4.8374719824,0.0,10.0,4.8822039030730675e-06,0.0,1.009088818610609e-05,1.4973092089179158e-05,United Kingdom,GBR,england,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.0.4,12,12th Gen Intel(R) Core(TM) i5-1235U,,,-2.2277,53.4479,3.6808700561523438,machine,N
